step,system_mean_speed,0_average_speed,0_queue_length
700.0,"(6.795278468036599,)",0.3190260105032617,11
710.0,"(8.1184978993346,)",0.3808406894858399,5
720.0,"(9.73422341471339,)",0.45707701225750713,4
730.0,"(6.294719511369809,)",0.30496644896042263,9
740.0,"(10.714739076183962,)",0.5102295786467701,4
750.0,"(10.558817101956569,)",0.5019073301223959,6
760.0,"(6.751792352047399,)",0.3180805754944083,10
770.0,"(5.496427339439807,)",0.25974024446002725,12
780.0,"(6.898349191092796,)",0.33859243273506406,11
790.0,"(7.854783298356366,)",0.3489614836489384,9
800.0,"(8.44111260640451,)",0.3792919227626535,8
810.0,"(5.693838790708421,)",0.26661705431726085,9
820.0,"(10.214189558313624,)",0.484204352258057,6
830.0,"(7.7625926001581815,)",0.35972660485049807,8
840.0,"(8.73865691983826,)",0.41261811353341604,8
850.0,"(8.36509664454535,)",0.38764007806127504,6
860.0,"(8.94925107472029,)",0.41262148237308205,7
870.0,"(8.994340665422783,)",0.43461017577314165,7
880.0,"(7.194880797104295,)",0.3331719833823489,11
890.0,"(6.416742544009612,)",0.32156118968333525,10
900.0,"(7.214937065888577,)",0.3473999531235165,8
910.0,"(8.662585728446649,)",0.40311041426034966,9
920.0,"(8.833146882221303,)",0.43641497053733963,6
930.0,"(6.443564971655774,)",0.3055103079530541,11
940.0,"(7.285169264905597,)",0.34146679622721615,14
950.0,"(7.605284358240151,)",0.3393991833327463,10
960.0,"(6.780505447801013,)",0.3230731206535777,9
970.0,"(5.018312256968523,)",0.24013595260629728,12
980.0,"(9.36286386661613,)",0.4439440044795397,7
990.0,"(7.493285923710256,)",0.34579557958058865,11
1000.0,"(6.766447616678754,)",0.3157685225982312,10
1010.0,"(5.305201095073995,)",0.2564576760086129,13
1020.0,"(6.078874898049786,)",0.2951370063440517,10
1030.0,"(7.965244387642814,)",0.35641091386714385,12
1040.0,"(9.548973848317758,)",0.44103875514132423,7
1050.0,"(7.579317663510916,)",0.3669075654561232,12
1060.0,"(8.274173120343944,)",0.38314371560964133,11
1070.0,"(6.721356387037157,)",0.31192496449327844,9
1080.0,"(7.95111927216418,)",0.3825647903355257,12
1090.0,"(6.854776138363945,)",0.31670910929355794,11
1100.0,"(7.503785025931015,)",0.3438622720927641,14
1110.0,"(6.985865493469801,)",0.3353150160313162,10
1120.0,"(6.321237001747455,)",0.30224232990201333,14
1130.0,"(7.058728575691566,)",0.3300834403161092,7
1140.0,"(9.042045038463796,)",0.41872784548717884,4
1150.0,"(10.416428524865355,)",0.4747426548009603,8
1160.0,"(8.862279594922725,)",0.41177421818837745,6
1170.0,"(5.512133659260007,)",0.27488946370743533,9
1180.0,"(7.882639493824787,)",0.3467301244804792,10
1190.0,"(7.2710588952373145,)",0.3640504061420968,7
1200.0,"(8.155680604206825,)",0.4077331571648499,5
1210.0,"(6.379662058380871,)",0.29965007650673614,10
1220.0,"(12.340667655039608,)",0.5772087180199049,3
1230.0,"(9.817498529161064,)",0.4538304907449062,7
1240.0,"(8.669789266987598,)",0.4099009477881949,8
1250.0,"(7.321368945885105,)",0.337524367568109,7
1260.0,"(8.38373132922247,)",0.3925441427455721,9
1270.0,"(8.136709875108622,)",0.41679135159412933,5
1280.0,"(8.782390443159745,)",0.44975084137813454,5
1290.0,"(7.510476570690422,)",0.3538282613156049,10
1300.0,"(8.478712087883485,)",0.41191412141419614,6
1310.0,"(8.41506276548059,)",0.3922224135099022,12
1320.0,"(8.090821606046452,)",0.37046072121493284,9
1330.0,"(7.964638708515298,)",0.37348761830002314,7
1340.0,"(8.029450296439627,)",0.3840090873978292,9
1350.0,"(8.841430530178435,)",0.41201448005856844,8
1360.0,"(8.348929151283635,)",0.4271022462902845,6
1370.0,"(6.991389284005023,)",0.3419401120147914,8
1380.0,"(8.509914789610372,)",0.4141426965248774,6
1390.0,"(10.461998474802993,)",0.5191850498062978,5
1400.0,"(8.07799109708382,)",0.38222755307923756,5
1410.0,"(6.7673628285266,)",0.3240925564023071,10
1420.0,"(9.32119636985644,)",0.4596783583375164,9
1430.0,"(8.257300685012252,)",0.37565452863965376,6
1440.0,"(8.517996981169002,)",0.394661606731056,6
1450.0,"(6.034253688349887,)",0.29304221962733257,10
1460.0,"(9.653933086441842,)",0.45644960303224064,7
1470.0,"(8.704342833458218,)",0.4167349674497917,10
1480.0,"(6.898547401437588,)",0.34254752196453414,9
1490.0,"(4.894056663908607,)",0.23876940001338187,17
1500.0,"(8.293328296977434,)",0.3902961362719539,11
1510.0,"(6.779635479104775,)",0.3286615964570457,10
1520.0,"(8.22953868675182,)",0.403011860098343,10
1530.0,"(5.48724605699094,)",0.2584777740458499,11
1540.0,"(7.099491594162636,)",0.33353510621658505,12
1550.0,"(7.880136478836588,)",0.3741714806878687,10
1560.0,"(7.27747763539605,)",0.345224959591046,12
1570.0,"(7.104848226849127,)",0.31861080768927713,10
1580.0,"(6.995371377470314,)",0.33554697594350424,11
1590.0,"(6.2450660122569515,)",0.3183297273777527,9
1600.0,"(5.807342809612032,)",0.25549121995223967,13
1610.0,"(8.552525087829519,)",0.400971643970174,7
1620.0,"(9.221036857488174,)",0.44088174688321996,5
1630.0,"(10.039709215248251,)",0.48947279521693277,8
1640.0,"(8.7717789102991,)",0.4089164114381178,7
1650.0,"(6.074427773836523,)",0.2865922992282278,9
1660.0,"(7.540785574172866,)",0.3575560384002565,12
1670.0,"(7.389073231654556,)",0.34570882380240037,7
1680.0,"(8.35676074301035,)",0.3889252968310495,10
1690.0,"(6.925427207970655,)",0.3360366483896253,9
1700.0,"(10.135115030643663,)",0.47554799954864624,3
1710.0,"(9.559929588829663,)",0.4517059493314149,5
1720.0,"(10.08549872361402,)",0.4820343884628234,8
1730.0,"(5.464304653034954,)",0.25182163587937356,12
1740.0,"(10.299533730080652,)",0.46345181106876515,9
1750.0,"(7.920617761693257,)",0.38340713846100205,6
1760.0,"(8.772256117687517,)",0.42371787223065377,6
1770.0,"(6.254635155815097,)",0.29693789439530277,10
1780.0,"(8.736256798945359,)",0.4393268130574163,6
1790.0,"(8.142125817796886,)",0.42641758957007825,7
1800.0,"(8.136851794418234,)",0.41419307608401695,7
1810.0,"(7.790996902244698,)",0.377698321432798,9
1820.0,"(8.273450856758926,)",0.38861199780627,9
1830.0,"(7.632771267812942,)",0.3603016869903529,11
1840.0,"(7.007987374073823,)",0.3541742477810218,12
1850.0,"(7.134593159715086,)",0.32939631903095573,15
1860.0,"(5.834572455719654,)",0.274572634867102,21
1870.0,"(5.030360592520667,)",0.23148383452440313,20
1880.0,"(5.602137924537805,)",0.26917529109551186,22
1890.0,"(4.5183514172913375,)",0.22188167882894935,18
1900.0,"(6.029361300366325,)",0.2983459155088209,18
1910.0,"(5.862055805479922,)",0.291849546074711,12
1920.0,"(7.605441529272129,)",0.3633628611471538,14
1930.0,"(6.307189556287299,)",0.2819585199786799,17
1940.0,"(8.498496879740111,)",0.387743024823407,11
1950.0,"(5.237522343880519,)",0.26052359109850326,17
1960.0,"(8.13721157111231,)",0.38239738416867686,14
1970.0,"(5.973450683468745,)",0.2899183162200673,10
1980.0,"(6.778508475085474,)",0.32398939506516095,13
1990.0,"(7.477962411951883,)",0.3663908076619202,13
2000.0,"(6.04798143850738,)",0.2982403360954807,16
2010.0,"(5.2106495466452065,)",0.26255938537092416,16
2020.0,"(5.705151662914813,)",0.2765673672207412,17
2030.0,"(5.8607639434733985,)",0.27785824885796184,18
2040.0,"(4.9606174919732515,)",0.23015173489402685,13
2050.0,"(7.030593649349382,)",0.3314252731018357,16
2060.0,"(8.062515684203113,)",0.3957929468537498,10
2070.0,"(7.058665032998711,)",0.34926374844653907,11
2080.0,"(8.543472922007513,)",0.4007659641361263,11
2090.0,"(6.776359522907464,)",0.3232441106605396,12
2100.0,"(7.430450713737332,)",0.3637346013848819,10
2110.0,"(7.178568381131222,)",0.3390036961848693,12
2120.0,"(7.18826064984195,)",0.34480480241155964,11
2130.0,"(6.437418060487476,)",0.3225905340362774,10
2140.0,"(6.940910699058781,)",0.3278831764726511,14
2150.0,"(9.052882820849609,)",0.4139861774772766,7
2160.0,"(8.296303276532628,)",0.3688405013862509,8
2170.0,"(7.482455366958022,)",0.37228776682992815,10
2180.0,"(9.70197652826997,)",0.4518487911213075,6
2190.0,"(7.231896489463521,)",0.3210004855354734,9
2200.0,"(8.194438466204138,)",0.39376901528594105,10
2210.0,"(7.425603503158254,)",0.3634361543933476,7
2220.0,"(7.728566797794449,)",0.35035353469229985,10
2230.0,"(7.630214386213288,)",0.37046521251341447,10
2240.0,"(8.946393963635815,)",0.43463491040435265,7
2250.0,"(7.197148682927379,)",0.3487236863993814,11
2260.0,"(8.443539745671645,)",0.40747806553941396,11
2270.0,"(7.5586244715207025,)",0.3455757933713119,7
2280.0,"(9.788746181684012,)",0.44143372326815644,9
2290.0,"(7.078450919431796,)",0.35727281475928496,8
2300.0,"(9.935609969204497,)",0.4691044222127711,8
2310.0,"(8.029751650238596,)",0.3754801620450302,9
2320.0,"(5.463040348364989,)",0.24832621396614543,16
2330.0,"(6.7239256207320635,)",0.3265017009563381,11
2340.0,"(7.641408684448511,)",0.34819622053326127,13
2350.0,"(8.937053104321077,)",0.39974348639476426,6
2360.0,"(7.918118498156877,)",0.3684888595196273,10
2370.0,"(8.074968098073086,)",0.38621579172827236,9
2380.0,"(7.8094331313589205,)",0.35095834928374464,7
2390.0,"(9.982432560631286,)",0.4487772815623473,9
2400.0,"(8.235725271049487,)",0.3843683160029486,7
2410.0,"(8.030231314956495,)",0.37826630692841995,11
2420.0,"(8.280676316180855,)",0.38409786778149496,10
2430.0,"(6.533157031063762,)",0.3003447055154002,15
2440.0,"(7.007575576300432,)",0.3489252905649518,11
2450.0,"(6.214528488549256,)",0.2809321088248198,11
2460.0,"(11.156325125948396,)",0.5115111982105502,5
2470.0,"(9.841369527852844,)",0.449679900047688,5
2480.0,"(9.181357682379316,)",0.4406502326808027,8
2490.0,"(7.364168583373009,)",0.3402288403657515,7
2500.0,"(7.659824361121937,)",0.34887645000176715,11
2510.0,"(9.325704662951571,)",0.44343513514795996,6
2520.0,"(7.661173495305171,)",0.35438553367368836,9
2530.0,"(6.52371486137479,)",0.2945384657695044,8
2540.0,"(9.450158163061152,)",0.4477869875592419,7
2550.0,"(8.328429866769204,)",0.40150507507546823,6
2560.0,"(8.74132175339417,)",0.418899076198503,9
2570.0,"(5.4067343800348535,)",0.23590144631685628,16
2580.0,"(7.171096086118467,)",0.3379859455972742,13
2590.0,"(9.655740497878258,)",0.4345177245838074,9
2600.0,"(7.6654736382973665,)",0.34272155219819284,10
2610.0,"(6.142628910295888,)",0.29451258097514393,10
2620.0,"(6.911231864611703,)",0.33053669602961494,14
2630.0,"(6.983053372636524,)",0.3455930484682261,12
2640.0,"(4.712528228065342,)",0.21493900605048444,16
2650.0,"(7.0153984274544445,)",0.35693636394691236,11
2660.0,"(7.243070457675155,)",0.3629475928244905,9
2670.0,"(8.501338595488647,)",0.4028587844493246,11
2680.0,"(7.35226960672449,)",0.33122004356606183,10
2690.0,"(6.649902499977347,)",0.3222219598644681,12
2700.0,"(8.744621662274552,)",0.40754926751758885,8
2710.0,"(8.138483410282596,)",0.3722764933031295,10
2720.0,"(8.048751152632274,)",0.3722131282667783,10
2730.0,"(4.985742896392462,)",0.23937650609057307,14
2740.0,"(5.207288138765303,)",0.24355071899453157,20
2750.0,"(4.533977886863873,)",0.21100507904615062,18
2760.0,"(5.9524409961268185,)",0.29869703702377937,13
2770.0,"(5.091536467238978,)",0.2502149104595762,16
2780.0,"(6.996940176025333,)",0.3327635551600027,14
2790.0,"(8.747505765909782,)",0.4268412913866856,11
2800.0,"(5.142915992896096,)",0.24164947532672232,16
2810.0,"(6.8900457821453,)",0.34016492377011776,12
2820.0,"(5.622040190690343,)",0.27499765145042815,13
2830.0,"(8.920515747363483,)",0.41449292744551974,11
2840.0,"(7.493636620184883,)",0.34332580850217176,10
2850.0,"(7.7944574967186595,)",0.3839158888082929,9
2860.0,"(7.5237428190282145,)",0.3773345220127901,12
2870.0,"(5.504233032021902,)",0.2599533626187282,14
2880.0,"(7.641333364091663,)",0.3674427223870271,13
2890.0,"(5.96822701672038,)",0.286492923784987,10
2900.0,"(7.654045661700324,)",0.3643615467850663,12
2910.0,"(5.6712427948164965,)",0.26860736653197803,16
2920.0,"(9.228303825776983,)",0.44370151105587613,9
2930.0,"(6.596178353117685,)",0.30718791451490124,9
2940.0,"(9.658140806261988,)",0.4480423031888794,8
2950.0,"(8.626287730780998,)",0.40565953678612193,5
2960.0,"(9.495840717045265,)",0.43646796921459835,8
2970.0,"(7.294397424442925,)",0.36659750135066993,10
2980.0,"(6.871082563983834,)",0.3125861737367678,12
2990.0,"(7.254530449396936,)",0.3418708802814474,10
3000.0,"(7.036394078442464,)",0.33523892115647924,7
3010.0,"(5.847166868689957,)",0.2734749181215318,11
3020.0,"(10.24346734727547,)",0.48893915917593145,4
3030.0,"(9.90267709268939,)",0.47116958212120996,7
3040.0,"(6.489703730629907,)",0.30609474575432,8
3050.0,"(6.967715685661475,)",0.349693345175956,11
3060.0,"(9.66439816220465,)",0.45003696196063886,7
3070.0,"(7.642726846674837,)",0.36242642157993665,7
3080.0,"(8.462995678256473,)",0.4112455057246617,8
3090.0,"(7.116183017487968,)",0.3483425353739493,9
3100.0,"(7.4919104791538205,)",0.36720337134158537,11
3110.0,"(8.425768014052029,)",0.4169891353476395,9
3120.0,"(6.426317725849661,)",0.304996252001167,12
3130.0,"(6.9621461278590715,)",0.34682439285696764,8
3140.0,"(10.297020585344523,)",0.5157534336000805,11
3150.0,"(6.123969268118532,)",0.28259164580853263,9
3160.0,"(8.278243049602711,)",0.394541280409087,11
3170.0,"(9.206826717363866,)",0.43879021671957996,6
3180.0,"(8.097574033311862,)",0.3964568123177494,4
3190.0,"(9.652119336413579,)",0.4713643124570406,7
3200.0,"(6.9851561940916005,)",0.3350649534390361,6
3210.0,"(6.161352607476351,)",0.29614081870623316,13
3220.0,"(5.851241142057107,)",0.2738315364209425,11
3230.0,"(6.191369630343712,)",0.2960529334949389,11
3240.0,"(6.717674302282588,)",0.33457675628361033,7
3250.0,"(8.005336196189555,)",0.38160459206907205,11
3260.0,"(9.55375535800026,)",0.4529246290411631,4
3270.0,"(9.879974409131615,)",0.4612467601567003,7
3280.0,"(8.106527973787898,)",0.3635205517213132,9
3290.0,"(5.516185130088581,)",0.25915540476987603,15
3300.0,"(7.555506113956407,)",0.3708083406928887,13
3310.0,"(7.055768641658901,)",0.3267739949407687,12
3320.0,"(7.63039683367742,)",0.35662162816950793,14
3330.0,"(5.72136190738172,)",0.2963236651326738,10
3340.0,"(7.089608004813618,)",0.3408405638894154,14
3350.0,"(7.093837845110169,)",0.35376602054528183,8
3360.0,"(8.664813270870717,)",0.40080789823824337,11
3370.0,"(9.883854544021341,)",0.46064887784757885,9
3380.0,"(7.70392526406211,)",0.35582100438825764,10
3390.0,"(8.79260904943104,)",0.3968932252632331,10
3400.0,"(8.496394878100714,)",0.43906380490061253,8
3410.0,"(7.053937204479452,)",0.3311974433650562,9
3420.0,"(8.140873252799093,)",0.3878953749897199,9
3430.0,"(8.46371174613687,)",0.3942666626185837,13
3440.0,"(7.3250602949171935,)",0.3521572001053703,12
3450.0,"(5.120787876024496,)",0.233380352737896,17
3460.0,"(7.530828887036357,)",0.3531921142893819,12
3470.0,"(7.863909700399631,)",0.35272854829039424,12
3480.0,"(9.210147545971067,)",0.42461595849972505,8
3490.0,"(6.181759080439025,)",0.30266968505863756,7
3500.0,"(10.285225652995104,)",0.49821470909409055,7
3510.0,"(7.92684948705626,)",0.4041190420821478,7
3520.0,"(7.300896206328226,)",0.36194420567769897,13
3530.0,"(5.701852774147558,)",0.28986326399629125,13
3540.0,"(6.203114432577568,)",0.3021055272837509,13
3550.0,"(6.675882340429521,)",0.3340791031104802,10
3560.0,"(7.431597895977197,)",0.35740366666454043,13
3570.0,"(7.868524003894539,)",0.37535850640848856,8
3580.0,"(8.552305724784857,)",0.4037111224122643,12
3590.0,"(8.540717620501086,)",0.40196783598486224,8
3600.0,"(7.371042926082189,)",0.35056811296743345,11
3610.0,"(8.978097618596669,)",0.4161473111041932,9
3620.0,"(8.456467883290761,)",0.4067905303511821,6
3630.0,"(6.378833463058855,)",0.3147041478503519,14
3640.0,"(6.804636145751249,)",0.3196107661886087,15
3650.0,"(6.793686293752844,)",0.3173988942978293,18
3660.0,"(5.985174702224909,)",0.27356305298801564,25
3670.0,"(4.1573581049731985,)",0.19771035170096926,22
3680.0,"(5.964688343052056,)",0.2785143379572277,19
3690.0,"(4.517819633577563,)",0.22295843037125457,22
3700.0,"(4.425144323403611,)",0.209759009588327,21
3710.0,"(6.812494785089108,)",0.2964035538173476,14
3720.0,"(4.231506584429025,)",0.19692052309833608,18
3730.0,"(4.661036568434197,)",0.2145222737232988,21
3740.0,"(5.5844964923582205,)",0.2634232827749985,15
3750.0,"(4.805040963861794,)",0.21507951778384962,15
3760.0,"(8.027391453763462,)",0.352821192722256,12
3770.0,"(5.893990922509958,)",0.2688083731860841,9
3780.0,"(7.243331143039717,)",0.3383508302788123,9
3790.0,"(8.698910028153469,)",0.41538044545611813,12
3800.0,"(6.533935859255775,)",0.3105616632086948,10
3810.0,"(5.143369144690563,)",0.24461937705566178,16
3820.0,"(5.885543254783652,)",0.2880363356505978,13
3830.0,"(7.439125104429777,)",0.36535488631106444,11
3840.0,"(6.1899768492385485,)",0.3081688714892753,7
3850.0,"(7.513661518137821,)",0.35180930213618794,12
3860.0,"(10.19133395352113,)",0.47877868883705393,6
3870.0,"(7.010853330284724,)",0.32728466466428396,6
3880.0,"(9.48951279964983,)",0.42119273787969763,10
3890.0,"(7.243459103638597,)",0.3574133223321698,7
3900.0,"(6.897302888023149,)",0.3121850705044697,9
3910.0,"(7.326411444801804,)",0.3128451004412214,8
3920.0,"(8.892158819093863,)",0.42143839192912197,5
3930.0,"(6.612691683913456,)",0.3129521427082124,10
3940.0,"(10.088840179788713,)",0.4763498477062945,6
3950.0,"(7.651689825780645,)",0.3538830866155972,9
3960.0,"(9.869138780408008,)",0.47921854996807717,8
3970.0,"(8.918325123868936,)",0.4128476333037164,6
3980.0,"(8.717128770573694,)",0.4058054922857114,8
3990.0,"(7.933930846756107,)",0.367113852021211,7
4000.0,"(7.216514567902178,)",0.3368614903338165,6
4010.0,"(6.67466368213464,)",0.29194621467403725,9
4020.0,"(10.036612184040745,)",0.44909823255364734,6
4030.0,"(9.591053851781027,)",0.457501715314585,5
4040.0,"(8.269228274046922,)",0.3768171091554605,9
4050.0,"(7.181228646388827,)",0.3461188163281111,9
4060.0,"(6.295665798004346,)",0.29102028042359956,13
4070.0,"(8.51511868704699,)",0.3879456695220692,9
4080.0,"(7.966639426123274,)",0.3997514676342675,7
4090.0,"(6.331655591384979,)",0.29863494678657426,11
4100.0,"(10.780644439720234,)",0.5083687383859172,6
4110.0,"(6.786221377761892,)",0.3271025114581083,11
4120.0,"(6.222323862837008,)",0.29762032545671363,11
4130.0,"(5.776941074114306,)",0.27825665232677627,11
4140.0,"(10.736064751496674,)",0.4682705892324822,10
4150.0,"(7.922371904051976,)",0.3648777651302564,6
4160.0,"(9.085824312235925,)",0.4064061499010823,8
4170.0,"(8.430400926161228,)",0.4006479734937128,8
4180.0,"(7.864054980127709,)",0.39879034768606153,6
4190.0,"(8.617397364693309,)",0.42348089465810307,9
4200.0,"(6.81188858486051,)",0.3241134338765266,8
4210.0,"(7.6367221093599005,)",0.3525111518457104,9
4220.0,"(8.332934979590904,)",0.3727836491858497,6
4230.0,"(6.694203635997129,)",0.31223242884662966,10
4240.0,"(7.411424885483925,)",0.392636046784663,6
4250.0,"(8.34934232808733,)",0.38192322127220907,9
4260.0,"(10.818108492476325,)",0.5171259870122734,4
4270.0,"(9.884659527591719,)",0.4590873220810089,5
4280.0,"(7.903581374230748,)",0.37574633021642245,9
4290.0,"(6.6626746668698615,)",0.33819283643189,10
4300.0,"(7.07735116702926,)",0.3351397420197504,10
4310.0,"(7.600350053124007,)",0.3495649570394755,10
4320.0,"(8.08420599501371,)",0.3806570262182258,6
4330.0,"(5.419198801121782,)",0.25097720225331965,11
4340.0,"(9.8244692833385,)",0.4605196840713766,6
4350.0,"(9.096616984410634,)",0.42549571727383584,8
4360.0,"(7.02378536548296,)",0.33155995145053874,11
4370.0,"(5.9857265774882205,)",0.2768738769396387,14
4380.0,"(7.897152324956005,)",0.351066307371441,11
4390.0,"(8.500547360694632,)",0.42044022759704475,9
4400.0,"(8.056276725612497,)",0.3958115788367011,10
4410.0,"(5.383492884635298,)",0.26848375037619343,11
4420.0,"(6.896981099548875,)",0.3349853973915433,12
4430.0,"(8.32594368875543,)",0.3936697428842502,9
4440.0,"(6.6525971640364725,)",0.3381606114627865,12
4450.0,"(6.2237528507384035,)",0.30210410256601355,10
4460.0,"(8.314435892504966,)",0.40600682619095196,12
4470.0,"(6.14804578903945,)",0.3005427321402226,14
4480.0,"(8.118969156991175,)",0.4076336416810005,11
4490.0,"(5.762908060956846,)",0.27292809797117135,13
4500.0,"(6.7153671981932295,)",0.2959210136122533,7
4510.0,"(9.197988215867538,)",0.43527833122144793,8
4520.0,"(8.049795411244228,)",0.4135198665736653,8
4530.0,"(5.581137477727791,)",0.3139318975443908,13
4540.0,"(5.795025426169079,)",0.2755271800308986,16
4550.0,"(6.235910856302654,)",0.31711087769405394,12
4560.0,"(5.913809124617825,)",0.2850413440174219,14
4570.0,"(6.629659729985562,)",0.33052559881466687,10
4580.0,"(9.00731150245505,)",0.4380370413709877,6
4590.0,"(9.094004441538004,)",0.4373847875103373,9
4600.0,"(5.270026711512624,)",0.25749715018669456,14
4610.0,"(7.881986966565039,)",0.3824871649459346,11
4620.0,"(7.363733987969442,)",0.34778461541418565,9
4630.0,"(8.0312387488158,)",0.38016613556605133,11
4640.0,"(8.610623787413713,)",0.4213469329004758,7
4650.0,"(8.494610841690271,)",0.3833422508112026,10
4660.0,"(7.063611875720134,)",0.33846566982988785,9
4670.0,"(6.155501498166291,)",0.29096741749181104,13
4680.0,"(8.309081098340538,)",0.39947128037309604,8
4690.0,"(6.988433216329745,)",0.32337107510663304,13
4700.0,"(7.739872126737169,)",0.38998398705849885,10
4710.0,"(7.404828808192026,)",0.34737596574354374,13
4720.0,"(8.20182160396468,)",0.38163413969152343,9
4730.0,"(7.280600090155576,)",0.33608049862778916,10
4740.0,"(9.42027305953869,)",0.43134951574489594,5
4750.0,"(9.488060722771733,)",0.45370111681320335,8
4760.0,"(8.338847278369144,)",0.4216638676341461,8
4770.0,"(6.661540606342884,)",0.3224692786026431,13
4780.0,"(7.526448592394657,)",0.3598900689671135,9
4790.0,"(6.837539535076537,)",0.32262353576696934,11
4800.0,"(8.477082045420225,)",0.4410981746507339,6
4810.0,"(5.524094239742252,)",0.2579202583578779,11
4820.0,"(10.737988277144526,)",0.5108445324073282,4
4830.0,"(8.614082305460562,)",0.39714588900733727,8
4840.0,"(8.470208065927359,)",0.3971916675579799,9
4850.0,"(6.32435115366452,)",0.28140161445879136,8
4860.0,"(9.171142093624937,)",0.40387231762594467,10
4870.0,"(8.563980647290204,)",0.4033447141335923,5
4880.0,"(9.243461184419576,)",0.419172855630585,8
4890.0,"(7.546878999206188,)",0.36170075502679977,9
4900.0,"(8.806898234248997,)",0.42793876972225076,5
4910.0,"(8.507390251922656,)",0.40840924880513435,10
4920.0,"(8.478615276773231,)",0.39295469653358495,8
4930.0,"(8.563248475188923,)",0.3934464320593245,7
4940.0,"(8.657364649381737,)",0.39985164905997905,9
4950.0,"(8.513313006286127,)",0.3887766129811704,8
4960.0,"(8.344120482784863,)",0.40372856918386135,6
4970.0,"(7.252762379601078,)",0.3268999042894464,8
4980.0,"(8.797992136387977,)",0.4221560412368812,6
4990.0,"(8.473869481212398,)",0.41589601926642533,7
5000.0,"(7.4448094600773125,)",0.3844143666287232,7
5010.0,"(5.382554398203109,)",0.2670280163310452,11
