1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231
277316.0,280133.0,282489.0,220052.0,202448.0,143037.0,135925.0,128282.0,118641.0,121925.0,119659.0,105041.0,103435.0,96756.0,92043.0,99768.0,88081.0,85939.0,78032.0,81045.0,78631.0,77728.0,68657.0,67353.0,63605.0,65206.0,61646.0,63438.0,64503.0,60697.0,62524.0,60062.0,61463.0,60136.0,57290.0,59306.0,57546.0,56275.0,56818.0,55783.0,57159.0,55289.0,54729.0,57216.0,56564.0,54722.0,56354.0,56101.0,54951.0,54765.0,55669.0,55315.0,55002.0,53964.0,53782.0,56096.0,54556.0,57225.0,55897.0,56710.0,55469.0,54162.0,55131.0,53923.0,54620.0,54706.5,54793.0,55594.0,55516.0,55418.0,55300.0,55299.0,56243.0,55953.0,56310.0,55675.0,54277.0,55187.0,55610.0,54201.0,54852.0,55020.0,54215.0,55202.0,56395.0,56567.0,55458.0,58530.0,55431.0,55545.0,55266.0,58009.0,56262.0,56221.0,55204.0,53850.0,56271.0,57543.0,56073.0,55816.0,55080.0,54771.0,54439.0,54965.0,55927.0,55294.0,54558.0,54021.0,54924.0,54022.0,54498.0,54554.0,55200.0,53693.0,54031.0,54180.0,54609.0,54319.0,55099.0,54079.0,54920.0,55761.0,56149.0,55072.0,54730.0,55317.0,55288.0,54934.0,55194.0,55379.0,54583.0,54831.0,54836.0,53602.0,56065.0,54615.0,53295.0,54034.0,53671.0,54367.0,55386.0,54530.0,55305.0,54123.0,53685.0,54286.0,54200.0,54538.0,53742.0,54606.0,54386.0,54455.0,55101.0,55380.0,54060.0,53903.0,53881.0,53859.0,54188.0,55682.0,54710.0,54653.0,53696.0,55227.0,54472.0,54230.0,54903.0,55228.0,55168.0,54076.0,55067.0,54176.0,54608.0,54531.0,53765.0,55683.0,54375.0,55536.0,55399.0,55722.0,53537.0,54561.0,54059.0,54362.0,54075.0,55837.0,55012.0,55250.0,54001.0,54936.0,54548.0,54988.5,55429.0,55149.0,55386.0,55437.0,55121.0,56251.0,55771.0,54819.0,55467.5,56116.0,55990.0,56317.0,55948.0,55429.0,56197.0,55213.0,55881.0,54993.0,55067.0,54721.0,57272.0,57587.0,56178.0,55497.0,54386.0,55685.0,57413.0,56509.0,54341.0,55333.0,55955.0,54744.0,54968.0,55196.0,55568.0,55520.0,55844.0,54451.0,55430.0
