1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
2.8915769142052015,2.6068010405374626,2.1954518053773078,2.5538991694458573,2.961000897286772,3.470524440267638,3.144275350095938,3.986867974066207,3.7530613459915583,3.769467638830377,3.498050969798309,3.0917638048965532,3.555162408862664,4.275484210494922,4.393028757819793,3.203678142085414,2.799836790775501,3.015844866000921,2.856265383518604,1.6506591945644276,2.303821820629775,3.123140747681523,3.268758488907833,3.280937570611502,3.50247392753518,3.341059594631153,3.641275194545638,4.127196000541379,3.8876309273717453,3.953778204634803,3.7922603837183035,3.6870763580855694,3.254919733634922,4.378484196153978,4.291000224178879,4.332250949075533,4.133397881479054,4.299176276248488,4.652928975024477,4.601566233678938,4.570066398653558,4.967962700735484,4.023195351455587,4.172513483323894,4.363079165222206,4.767812582764924,4.740521863623901,4.737070889580475,4.901572705910879,3.7927000932689405,4.501473354718392,4.856268776969502,4.931598475634398,4.655868449979187,4.651957969347629,4.1641566538843415,5.161857811378127,5.128039066910334,4.336409165551424,4.2891740985131745
