1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150
594901.0,736887.0,818426.0,781235.0,634449.0,594503.0,486255.0,636128.0,576862.0,420645.0,520274.0,462039.0,517419.0,301866.0,386869.0,466324.0,345238.0,338114.0,227268.0,255243.0,219831.0,262652.0,244895.0,257313.0,259649.0,205215.0,171476.0,142576.0,168554.0,131707.0,139561.0,129182.0,126837.0,116222.0,122511.0,118276.0,272217.0,140268.0,107640.0,277388.0,117092.0,136840.0,139205.0,109993.0,115559.0,111795.0,103331.0,93553.0,263047.0,128785.0,93013.0,106103.0,99938.0,90044.0,103317.0,98305.0,85032.0,85588.0,88879.0,90323.0,100322.0,88703.0,86879.0,85055.0,84716.0,86893.0,88973.0,91053.0,104209.0,94260.0,88757.0,87641.0,102102.0,91502.0,89706.0,91447.0,95352.0,91907.0,89655.0,87403.0,88503.5,89604.0,82836.0,85038.0,105252.0,89047.0,89044.0,90065.0,88957.5,87850.0,88657.0,88235.0,89718.0,87069.0,91630.0,86470.0,84725.0,88221.0,91553.0,85343.0,86868.0,88393.0,88654.0,86273.0,84740.0,84501.0,103101.0,91313.0,85236.0,85074.0,84912.0,82852.0,85987.0,98418.0,90526.0,88359.0,86240.0,86300.0,86162.0,83085.0,84623.0,90035.0,86905.0,85512.0,83769.0,81117.0,83337.0,81602.0,79852.0,83301.0,80789.0,85884.0,100287.0,114690.0,154217.0,90189.0,85170.0,83287.0,84248.0,80340.0,88770.0,80245.0,83108.0,82016.0,82098.0,83356.0,84614.0,81986.0,81883.0,81819.0
