step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,0_queue_length,agents_total_stopped,agents_total_accumulated_waiting_time
0.0,0,0.0,0.0,0.0,0,0.0,1.0,0,0,0.0
5.0,3,0.0,0.0,3.564029417145667,3,0.0,0.1508481167977901,3,3,0.0
10.0,1,0.0,0.0,9.427297152134873,1,0.0,0.4104300538907377,1,1,0.0
15.0,0,0.0,0.0,16.436480200250212,0,0.0,0.7301751985174918,0,0,0.0
20.0,0,0.0,0.0,13.422603250513884,0,0.0,0.6180717881668767,0,0,0.0
25.0,0,0.0,0.0,11.750643367882265,0,0.0,0.5071183687757785,0,0,0.0
30.0,1,4.0,0.19047619047619047,11.04807637780111,1,4.0,0.47447741119960457,1,1,4.0
35.0,5,20.0,0.8695652173913043,7.536422549055501,5,20.0,0.26280717355395466,5,5,20.0
40.0,5,31.0,1.55,8.478482248750861,5,39.0,0.2716654158751594,5,5,39.0
45.0,5,45.0,2.3684210526315788,8.800020216483654,5,40.0,0.37934909825281277,5,5,40.0
50.0,2,27.0,1.35,7.661575302433154,2,20.0,0.43226196035582465,2,2,20.0
55.0,1,17.0,0.9444444444444444,10.705187940001625,1,10.0,0.43675604455806827,1,1,10.0
60.0,2,26.0,1.8571428571428572,11.060868622950284,2,19.0,0.6206114728531702,2,2,19.0
65.0,5,36.0,1.894736842105263,7.717592717927394,5,29.0,0.23485657883917296,5,5,29.0
70.0,0,0.0,0.0,8.610249130555832,0,0.0,0.44514321262499046,0,0,0.0
75.0,1,2.0,0.10526315789473684,14.588631403020148,1,2.0,0.6956040303184687,1,1,2.0
80.0,1,5.0,0.29411764705882354,13.843922178223192,1,5.0,0.5992817027852511,1,1,5.0
85.0,4,11.0,0.5,7.226913771028179,4,11.0,0.2123981919308102,4,4,11.0
90.0,3,24.0,1.0909090909090908,8.377268539119097,3,24.0,0.353396664484748,3,3,24.0
95.0,4,44.0,2.0952380952380953,12.472132387206562,4,44.0,0.524956767863147,4,4,44.0
100.0,3,42.0,1.9090909090909092,9.284672555012083,3,42.0,0.4290214032330358,3,3,42.0
105.0,3,57.0,2.28,9.662446865466409,3,57.0,0.3903778009078392,3,3,57.0
110.0,3,7.0,0.3181818181818182,10.64630757529782,3,7.0,0.4739043883730223,3,3,7.0
115.0,4,20.0,0.9090909090909091,7.89524322616246,4,20.0,0.289777186891612,4,4,20.0
120.0,3,18.0,1.0588235294117647,7.939099148138959,3,18.0,0.3107950534248881,3,3,18.0
125.0,6,38.0,1.7272727272727273,8.113592607351647,6,38.0,0.30187297505566085,6,6,38.0
130.0,2,18.0,0.782608695652174,8.418242375056813,2,18.0,0.46049964719919534,2,2,18.0
135.0,2,28.0,1.2727272727272727,11.942603107902698,2,28.0,0.5278726346762047,2,2,28.0
140.0,3,21.0,1.1666666666666667,11.139229896238735,3,21.0,0.5149842496358679,3,3,21.0
145.0,7,36.0,1.5,7.692773346155799,7,36.0,0.22751972139430165,7,7,36.0
150.0,2,15.0,0.6818181818181818,9.03561606292491,2,15.0,0.4151028358403455,2,2,15.0
155.0,4,32.0,1.7777777777777777,11.216021518180911,4,32.0,0.4869864367925789,4,4,32.0
160.0,2,17.0,1.3076923076923077,9.637025715958568,2,17.0,0.4592983803141803,2,2,17.0
165.0,5,27.0,1.4210526315789473,6.364910299501382,5,27.0,0.1903696408081691,5,5,27.0
170.0,1,2.0,0.1,8.087944438341967,1,2.0,0.42233870935126466,1,1,2.0
175.0,2,9.0,0.47368421052631576,14.26275733102877,2,7.0,0.6769755850359979,2,2,7.0
180.0,1,7.0,0.3684210526315789,11.1416411050486,1,7.0,0.502276568755521,1,1,7.0
185.0,2,12.0,0.46153846153846156,9.85111164354287,2,12.0,0.396819532682741,2,2,12.0
190.0,1,2.0,0.09090909090909091,12.522029122915017,1,2.0,0.5794238928593799,1,1,2.0
195.0,4,15.0,0.625,9.685179994119297,4,15.0,0.37840596474273175,4,4,15.0
200.0,2,16.0,0.7272727272727273,9.444159622004124,2,27.0,0.3748503938361566,2,2,27.0
205.0,6,36.0,1.6363636363636365,8.047119678779573,6,36.0,0.3090589747826528,6,6,36.0
210.0,4,25.0,1.0416666666666667,6.191981819615908,4,20.0,0.3350271294747178,4,4,20.0
215.0,5,46.0,2.090909090909091,8.75558439839889,4,40.0,0.3232125741186044,4,4,40.0
220.0,5,40.0,2.2222222222222223,8.9038704509783,4,34.0,0.4447723455257728,4,4,34.0
225.0,9,65.0,2.8260869565217392,7.45799933790184,8,54.0,0.2215773441004261,8,8,54.0
230.0,2,29.0,1.380952380952381,9.192158865887828,1,13.0,0.4588975404387516,1,1,13.0
235.0,3,22.0,1.2941176470588236,11.37256387921049,3,22.0,0.5421182443364345,3,3,22.0
240.0,1,7.0,0.5,13.26275273019695,1,5.0,0.6974395600510164,1,1,5.0
245.0,4,12.0,0.7058823529411765,6.395738920589724,4,10.0,0.17917667351522326,4,4,10.0
250.0,3,0.0,0.0,7.208705971530218,3,0.0,0.3603103191675381,3,3,0.0
255.0,1,4.0,0.19047619047619047,14.890411719347453,1,4.0,0.7015636001221336,1,1,4.0
260.0,1,9.0,0.4090909090909091,12.888587614945486,1,9.0,0.565763367098256,1,1,9.0
265.0,1,14.0,0.56,10.962695093022877,1,14.0,0.48847264912014293,1,1,14.0
270.0,1,5.0,0.21739130434782608,11.190497246976951,1,5.0,0.49746296273635626,1,1,5.0
275.0,5,20.0,0.8695652173913043,7.3214215508306495,5,20.0,0.24878031952646898,5,5,20.0
280.0,5,30.0,1.5,6.563578598382238,5,30.0,0.25565379559289814,5,5,30.0
285.0,6,49.0,2.227272727272727,9.117985449992329,6,49.0,0.31576883272347406,6,6,49.0
290.0,3,33.0,1.5714285714285714,7.651388641028311,3,33.0,0.37757385051100095,3,3,33.0
295.0,2,28.0,1.4,10.998747629263907,2,28.0,0.39633727920436695,2,2,28.0
300.0,2,25.0,1.6666666666666667,11.302315984153353,2,25.0,0.6170185860898082,2,2,25.0
305.0,5,35.0,1.6666666666666667,7.3003641705218945,5,35.0,0.25791634121503576,5,5,35.0
310.0,0,0.0,0.0,8.664235226693929,0,0.0,0.49983599327641076,0,0,0.0
315.0,1,2.0,0.10526315789473684,14.834694483253417,1,2.0,0.7528797270945455,1,1,2.0
320.0,2,11.0,0.6470588235294118,13.39336565018862,2,11.0,0.5509424585191413,2,2,11.0
325.0,4,21.0,0.9545454545454546,6.705641417202543,4,17.0,0.20484397177782146,4,4,17.0
330.0,3,19.0,0.8260869565217391,8.00807196435137,3,19.0,0.38762685603264424,3,3,19.0
335.0,5,43.0,2.0476190476190474,12.357310281415458,5,43.0,0.5711401566341037,5,5,43.0
340.0,2,21.0,0.9545454545454546,9.091019902007755,2,21.0,0.4589121007241831,2,2,21.0
345.0,3,32.0,1.28,9.617895931183066,3,32.0,0.3989262125543832,3,3,32.0
350.0,4,17.0,0.85,10.564251641066864,4,37.0,0.4848813704706754,4,4,37.0
355.0,4,37.0,1.608695652173913,8.58025825348926,4,37.0,0.2920150121321684,4,4,37.0
360.0,3,31.0,1.631578947368421,9.203366373544544,3,31.0,0.33684686935311503,3,3,31.0
365.0,5,50.0,2.1739130434782608,9.034012187941046,5,50.0,0.34409851419298076,5,5,50.0
370.0,2,33.0,1.375,9.725774654962771,2,33.0,0.46236164581155675,2,2,33.0
375.0,2,43.0,1.9545454545454546,12.325125859979437,2,43.0,0.5152017751841861,2,2,43.0
380.0,2,7.0,0.3888888888888889,11.19131591859297,2,7.0,0.5191726008794888,2,2,7.0
385.0,7,19.0,0.8260869565217391,6.878481982002857,7,19.0,0.24590534286035504,7,7,19.0
390.0,3,25.0,1.25,8.244797809946576,3,25.0,0.4071660513330807,3,3,25.0
395.0,4,43.0,2.388888888888889,11.145400924748222,4,43.0,0.4530944080395235,4,4,43.0
400.0,2,19.0,1.2666666666666666,9.893398810376738,2,19.0,0.44303974526550854,2,2,19.0
405.0,5,29.0,1.45,6.627645619676697,5,29.0,0.17785525663276347,5,5,29.0
410.0,1,1.0,0.045454545454545456,9.249524002212697,1,1.0,0.4068721905347371,1,1,1.0
415.0,2,11.0,0.5789473684210527,14.769316464674917,2,11.0,0.6602483262617407,2,2,11.0
420.0,1,10.0,0.5555555555555556,10.73177470291691,1,15.0,0.4903631737006044,1,1,15.0
425.0,2,15.0,0.5769230769230769,9.171442303728655,2,10.0,0.38531108111368284,2,2,10.0
430.0,3,11.0,0.5,10.26864001403456,3,11.0,0.5707807230075924,3,3,11.0
435.0,5,30.0,1.2,10.12671001158374,5,30.0,0.45245618233802737,5,5,30.0
440.0,3,26.0,1.1818181818181819,9.346508543584305,3,26.0,0.36986135716042146,3,3,26.0
445.0,4,42.0,1.826086956521739,8.768340219498524,4,42.0,0.35797418594310526,4,4,42.0
450.0,6,34.0,1.36,7.099401932779635,5,31.0,0.33151033098944543,5,5,31.0
455.0,5,55.0,2.5,8.576023007002085,4,47.0,0.3142495748068607,4,4,47.0
460.0,4,22.0,1.2941176470588236,9.161129320946962,4,22.0,0.3750699196060614,4,4,22.0
465.0,7,34.0,1.619047619047619,7.229530931753281,7,29.0,0.20257278122336908,7,7,29.0
470.0,1,21.0,1.1666666666666667,8.952073726039727,1,21.0,0.4975800073843102,1,1,21.0
475.0,4,31.0,1.8235294117647058,12.970440112443445,3,28.0,0.5980727797982541,3,3,28.0
480.0,1,31.0,2.2142857142857144,12.131708203342336,1,36.0,0.5910835603211646,1,1,36.0
485.0,4,36.0,1.894736842105263,6.666290073368532,4,36.0,0.2217691579964732,4,4,36.0
490.0,3,3.0,0.13636363636363635,7.39591944254106,3,3.0,0.37963908774575617,3,3,3.0
495.0,1,8.0,0.4,14.970667953390342,1,8.0,0.7018426092686145,1,1,8.0
500.0,0,0.0,0.0,12.537792561405197,0,0.0,0.6149481908160883,0,0,0.0
505.0,0,0.0,0.0,10.73349956408302,0,0.0,0.5363987631127434,0,0,0.0
510.0,2,5.0,0.22727272727272727,10.701510844912717,2,5.0,0.5420472936141351,2,2,5.0
515.0,5,22.0,0.9565217391304348,7.567392877044236,5,22.0,0.26944566726761715,5,5,22.0
520.0,4,31.0,1.55,6.952217051519611,4,31.0,0.3040361768474482,4,4,31.0
525.0,5,45.0,2.142857142857143,8.555580591073477,5,45.0,0.3840365550486137,5,5,45.0
530.0,3,30.0,1.4285714285714286,7.019792897836787,3,30.0,0.40374540547629323,3,3,30.0
535.0,2,25.0,1.25,10.209947352665443,2,25.0,0.4457547975923886,2,2,25.0
540.0,3,28.0,1.75,10.17023990010297,2,23.0,0.635291374596109,2,2,23.0
545.0,5,33.0,1.5,8.271156889402175,5,33.0,0.24118328630080482,5,5,33.0
550.0,0,0.0,0.0,8.482846038158744,0,0.0,0.44529583162128794,0,0,0.0
555.0,2,4.0,0.21052631578947367,14.225953237046275,2,4.0,0.6421465738064336,2,2,4.0
560.0,3,18.0,1.0,13.300721879329823,3,18.0,0.5841691882185093,3,3,18.0
565.0,3,12.0,0.5454545454545454,5.954317625049344,3,12.0,0.22143801796986215,3,3,12.0
570.0,4,22.0,0.9565217391304348,8.290474615648884,4,22.0,0.35391648684588306,4,4,22.0
575.0,5,42.0,2.1,12.191795890160705,5,49.0,0.4924958528646148,5,5,49.0
580.0,5,67.0,3.0454545454545454,9.741924601705326,5,67.0,0.40169862342137613,5,5,67.0
585.0,5,77.0,3.08,8.726823615694547,5,77.0,0.3467722723821229,5,5,77.0
590.0,7,105.0,5.0,9.7252908319363,7,105.0,0.3644188080032958,7,7,105.0
595.0,6,53.0,2.2083333333333335,5.879911956707692,6,53.0,0.23237192618803842,6,6,53.0
600.0,5,67.0,2.9130434782608696,8.93271638701945,4,64.0,0.24660558008028086,4,4,64.0
605.0,6,29.0,1.16,7.936854558371183,5,21.0,0.3700061819105218,5,5,21.0
610.0,4,44.0,1.6923076923076923,9.648155209238798,3,31.0,0.44569274312999324,3,3,31.0
615.0,4,35.0,1.4583333333333333,11.12141821746883,2,14.0,0.48777714142320505,2,2,14.0
620.0,4,31.0,1.4090909090909092,12.043594144285068,4,31.0,0.4459142102516217,4,4,31.0
625.0,7,22.0,0.9166666666666666,6.292836674342968,7,16.0,0.1976984058590806,7,7,16.0
630.0,5,40.0,1.9047619047619047,8.153896032950536,5,34.0,0.3576436945743889,5,5,34.0
635.0,6,46.0,2.4210526315789473,9.69323766806643,5,38.0,0.4512658939472426,5,5,38.0
640.0,5,69.0,3.8333333333333335,11.109418380521284,5,63.0,0.22937284075386513,5,5,63.0
645.0,5,28.0,1.4,4.3999097548491655,5,28.0,0.15423003117337555,5,5,28.0
650.0,4,40.0,1.8181818181818181,7.940840406299215,4,40.0,0.35029266081462995,4,4,40.0
655.0,3,15.0,0.7142857142857143,13.277136067638104,2,12.0,0.6918686400094712,2,2,12.0
660.0,2,22.0,0.9565217391304348,11.343868022927198,2,16.0,0.5069229043363578,2,2,16.0
665.0,3,18.0,0.6428571428571429,9.118211565289629,3,12.0,0.37539191422816937,3,3,12.0
670.0,5,35.0,1.5217391304347827,11.08436504016975,5,29.0,0.5234014040671486,5,5,29.0
675.0,3,28.0,1.12,8.765748802791878,3,28.0,0.37784631601861796,3,3,28.0
680.0,4,48.0,2.0,9.481285084519186,4,48.0,0.380430253104052,4,4,48.0
685.0,4,32.0,1.4545454545454546,7.201769454503506,4,32.0,0.37572354136776326,4,4,32.0
690.0,6,56.0,2.24,7.802827641620853,6,56.0,0.3093270175772863,6,6,56.0
695.0,5,35.0,1.5217391304347827,8.395494279977342,4,34.0,0.3471123026159881,4,4,34.0
700.0,5,46.0,2.4210526315789473,9.420524820135116,5,46.0,0.3984512485226787,5,5,46.0
705.0,6,23.0,1.0952380952380953,7.035772015674232,6,20.0,0.2980934294315736,6,6,20.0
710.0,2,33.0,1.8333333333333333,10.057118588256339,2,30.0,0.44412822425180126,2,2,30.0
715.0,1,4.0,0.25,11.247938512564176,1,4.0,0.6526758796808978,1,1,4.0
720.0,2,14.0,0.9333333333333333,12.565779674126295,2,10.0,0.5558120155107975,2,2,10.0
725.0,3,14.0,0.7777777777777778,6.230671244865068,3,10.0,0.20637489956449928,3,3,10.0
730.0,5,22.0,0.9565217391304348,8.366283799237355,5,18.0,0.36969529082097535,5,5,18.0
735.0,0,0.0,0.0,13.798464677523521,0,0.0,0.7647512224227281,0,0,0.0
740.0,0,0.0,0.0,13.363796884734485,0,0.0,0.6228365592553408,0,0,0.0
745.0,1,1.0,0.038461538461538464,11.16698652643532,1,1.0,0.4695813993332733,1,1,1.0
750.0,3,10.0,0.45454545454545453,10.651221157001872,3,10.0,0.39934269299345915,3,3,10.0
755.0,5,23.0,1.0,5.999864133344525,5,22.0,0.23556470243596994,5,5,22.0
760.0,7,55.0,2.5,7.424502869083895,7,54.0,0.2076969410927232,7,7,54.0
765.0,6,61.0,2.772727272727273,8.64496852547124,6,60.0,0.3293682529284817,6,6,60.0
770.0,5,73.0,3.3181818181818183,7.683841256117352,5,72.0,0.3505393856614915,5,5,72.0
775.0,2,37.0,1.9473684210526316,8.841028983696452,2,37.0,0.41579398430950515,2,2,37.0
780.0,3,27.0,1.588235294117647,12.01745140633416,3,27.0,0.514294445569075,3,3,27.0
785.0,4,6.0,0.2727272727272727,7.893026472378586,4,6.0,0.2644754674093424,4,4,6.0
790.0,1,11.0,0.55,10.492735463802399,1,11.0,0.48215155650245767,1,1,11.0
795.0,2,3.0,0.15,14.410593434195302,1,1.0,0.788309411362303,1,1,1.0
800.0,1,6.0,0.3333333333333333,13.266471948700183,1,6.0,0.5736974042286122,1,1,6.0
805.0,3,12.0,0.6,6.5072702029308855,3,12.0,0.21111031828623245,3,3,12.0
810.0,4,15.0,0.7142857142857143,7.133262196138725,4,15.0,0.3908697892470429,4,4,15.0
815.0,5,37.0,1.7619047619047619,12.060283811859204,5,37.0,0.5604739823448054,5,5,37.0
820.0,3,33.0,1.5,9.091365414729466,3,33.0,0.425857735513004,3,3,33.0
