step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
1315.0,14,867.0,45.63157894736842,2.886588211466095,11,1241.0,0.027580429711156176,11,1241.0,False,,
1320.0,13,901.0,53.0,0.9276291052874024,10,1260.0,0.0019558419568806384,10,1260.0,False,,
1325.0,15,974.0,46.38095238095238,2.648579045724032,11,1313.0,0.0,11,1313.0,False,,
1330.0,15,1049.0,55.21052631578947,3.629117633067174,11,1368.0,0.0,11,1368.0,False,,
1335.0,15,1124.0,59.1578947368421,3.795989199609329,11,1423.0,0.0,11,1423.0,False,,
1340.0,15,1199.0,63.10526315789474,1.9777583779607544,11,1478.0,0.07476320315982006,11,1478.0,False,,
1345.0,19,1274.0,57.90909090909091,0.3509488098719273,11,1533.0,0.002964904029688553,11,1533.0,False,,
1350.0,17,1357.0,64.61904761904762,1.8886118852209082,13,1596.0,0.0,13,1596.0,False,,
1355.0,16,1292.0,61.523809523809526,3.580205027440251,12,1483.0,0.0,12,1483.0,False,,
1360.0,12,876.0,41.714285714285715,3.846843490007745,8,1364.0,0.029930645820527946,8,1364.0,False,,
1365.0,9,794.0,37.80952380952381,3.7504948760258494,5,1145.0,0.08602902106513258,5,1145.0,False,,
1370.0,10,841.0,46.72222222222222,2.36946267203278,5,1170.0,0.08819891243745118,5,1170.0,False,,
1375.0,13,901.0,56.3125,0.8846562985716924,8,1205.0,0.003155094030317564,8,1205.0,False,,
1380.0,15,975.0,65.0,0.0,10,1254.0,0.0,10,1254.0,False,,
