step,system_total_stopped,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,0_stopped,0_accumulated_waiting_time,0_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time,TimeLimit.truncated,episode,terminal_observation
115.0,0,0.0,0.0,13.929870379308358,0,0.0,0.7171265192949089,0,0.0,False,,
120.0,0,0.0,0.0,1.665514406656426,0,0.0,0.08615473422468274,0,0.0,False,,
125.0,2,8.0,1.1428571428571428,5.111127025348446,2,8.0,0.0,2,8.0,False,,
130.0,1,9.0,1.2857142857142858,13.016487738046022,1,9.0,0.0,1,9.0,False,,
135.0,1,14.0,2.3333333333333335,14.191208561450743,1,14.0,0.3523733814467404,1,14.0,False,,
140.0,0,0.0,0.0,9.163003643412392,0,0.0,0.45619001941088083,0,0.0,False,,
145.0,5,1.0,0.125,4.0685210375243,1,1.0,0.08696308019588571,1,1.0,False,,
150.0,1,2.0,0.3333333333333333,6.9892924168966255,1,2.0,0.002303802374257119,1,2.0,False,,
155.0,1,7.0,1.1666666666666667,13.670694661673972,1,7.0,0.0,1,7.0,False,,
160.0,0,0.0,0.0,14.478099818070586,0,0.0,0.9899499434036552,0,0.0,False,,
165.0,0,0.0,0.0,7.1774809258159635,0,0.0,0.36236124024716765,0,0.0,False,,
170.0,1,1.0,0.25,4.838085658962915,1,1.0,0.016310890692520074,1,1.0,False,,
175.0,2,10.0,3.3333333333333335,2.2795935604305013,2,9.0,0.0,2,9.0,False,,
180.0,1,11.0,5.5,0.6232492997798951,1,10.0,0.0,1,10.0,False,,
185.0,3,16.0,1.6,3.9283120045185407,1,15.0,0.0,1,15.0,False,,
190.0,0,0.0,0.0,12.728079338269067,0,0.0,1.0,0,0.0,False,,
195.0,0,0.0,0.0,13.491919424904303,0,0.0,1.0,0,0.0,False,,
200.0,0,0.0,0.0,14.560741969020746,0,0.0,0.6371963345804318,0,0.0,False,,
205.0,1,1.0,0.09090909090909091,11.761458258721968,1,1.0,0.10846767909899158,1,1.0,False,,
210.0,4,12.0,1.2,6.858982780582755,4,12.0,0.2318089637163549,4,12.0,False,,
215.0,4,32.0,3.5555555555555554,2.9058313548026025,4,32.0,0.022570302242249176,4,32.0,False,,
220.0,5,31.0,3.875,2.8406785703999002,4,28.0,0.0008646348899282596,4,28.0,False,,
225.0,5,56.0,8.0,2.665055686053203,4,48.0,0.0,4,48.0,False,,
230.0,4,59.0,9.833333333333334,3.423599858352095,3,46.0,0.0,3,46.0,False,,
235.0,2,45.0,9.0,4.784660384955968,2,45.0,0.0,2,45.0,False,,
240.0,0,0.0,0.0,6.924442114744297,0,0.0,1.0,0,0.0,False,,
245.0,3,0.0,0.0,5.396956488252393,0,0.0,1.0,0,0.0,False,,
250.0,0,0.0,0.0,11.224221972861395,0,0.0,1.0,0,0.0,False,,
255.0,0,0.0,0.0,17.942478417389953,0,0.0,1.0,0,0.0,False,,
260.0,0,0.0,0.0,14.880860721198275,0,0.0,0.5271375277756928,0,0.0,False,,
265.0,0,0.0,0.0,7.4780701347681635,0,0.0,0.23151506876783493,0,0.0,False,,
270.0,3,8.0,0.8888888888888888,2.218747195363699,3,8.0,0.04930070493831712,3,8.0,False,,
275.0,5,22.0,2.75,1.7264156998529232,5,21.0,0.000899484431724536,5,21.0,False,,
280.0,4,39.0,5.571428571428571,3.9777141697739538,4,38.0,0.0,4,38.0,False,,
285.0,2,31.0,5.166666666666667,4.991706149364106,2,25.0,0.0,2,25.0,False,,
290.0,2,41.0,5.125,3.384256105392586,2,35.0,0.0,2,35.0,False,,
295.0,0,0.0,0.0,8.554638006751427,0,0.0,1.0,0,0.0,False,,
300.0,0,0.0,0.0,16.560937643911043,0,0.0,1.0,0,0.0,False,,
305.0,0,0.0,0.0,12.245734003056894,0,0.0,0.8989815659040272,0,0.0,False,,
310.0,0,0.0,0.0,12.618159611809919,0,0.0,0.1634116072443267,0,0.0,False,,
315.0,1,2.0,0.2857142857142857,12.974518223451108,1,2.0,0.0005608383429674155,1,2.0,False,,
320.0,1,7.0,1.1666666666666667,7.388823017723939,1,7.0,0.2914569205994313,1,7.0,False,,
325.0,2,13.0,2.6,5.095006307961347,2,13.0,0.0044061260839592,2,13.0,False,,
330.0,2,23.0,5.75,3.7418955109159575,2,27.0,0.015956477573237454,2,27.0,False,,
335.0,2,33.0,11.0,4.519875188101223,2,33.0,0.0,2,33.0,False,,
340.0,1,27.0,4.5,3.4839451825691405,1,5.0,0.0,1,5.0,False,,
345.0,1,32.0,5.333333333333333,11.647603282855862,1,10.0,0.0,1,10.0,False,,
350.0,0,0.0,0.0,15.069587034682664,0,0.0,1.0,0,0.0,False,,
355.0,0,0.0,0.0,14.08049414967752,0,0.0,0.7661628996120283,0,0.0,False,,
360.0,0,0.0,0.0,9.223236555603266,0,0.0,0.11340579364321597,0,0.0,False,,
365.0,3,4.0,0.4,3.4812543632773973,1,4.0,0.0,1,4.0,False,,
370.0,0,0.0,0.0,12.786263544192645,0,0.0,1.0,0,0.0,False,,
375.0,0,0.0,0.0,18.607019275404593,0,0.0,1.0,0,0.0,False,,
380.0,0,0.0,0.0,13.777010487502844,0,0.0,0.4201491101933644,0,0.0,False,,
385.0,4,0.0,0.0,2.710066697113853,0,0.0,0.10724837285223832,0,0.0,False,,
390.0,3,6.0,0.6,7.441270486945312,3,6.0,0.0013518775426309062,3,6.0,False,,
395.0,2,14.0,1.5555555555555556,11.30273918292905,2,14.0,0.0,2,14.0,False,,
400.0,2,24.0,3.0,12.233531977070928,2,24.0,0.3334473319838736,2,24.0,False,,
405.0,1,16.0,2.2857142857142856,7.5165805722778085,1,16.0,0.22098588491400334,1,16.0,False,,
410.0,2,22.0,4.4,2.6516130721752793,2,22.0,0.056441150231161655,2,22.0,False,,
415.0,3,16.0,3.2,3.427461621410084,3,41.0,0.01309355423235324,3,41.0,False,,
420.0,2,21.0,5.25,2.8551566099648946,2,21.0,0.0,2,21.0,False,,
425.0,1,16.0,2.0,6.879772882150958,1,5.0,0.0,1,5.0,False,,
430.0,1,21.0,3.0,13.22366040573705,1,10.0,0.0,1,10.0,False,,
435.0,0,0.0,0.0,10.338984052301921,0,0.0,1.0,0,0.0,False,,
440.0,0,0.0,0.0,12.001902081649044,0,0.0,0.3928873054400502,0,0.0,False,,
445.0,1,1.0,0.125,12.537942721734579,1,1.0,0.03963602171038741,1,1.0,False,,
450.0,2,9.0,1.2857142857142858,9.990441558552007,2,9.0,0.37085824824188796,2,9.0,False,,
455.0,2,19.0,3.8,2.353821820260486,2,19.0,0.03658769010780891,2,19.0,False,,
460.0,3,20.0,5.0,0.2880230597701656,3,20.0,0.00011332486062767306,3,20.0,False,,
465.0,2,28.0,7.0,3.4435386078126817,2,28.0,0.0,2,28.0,False,,
470.0,1,12.0,4.0,3.240775975203609,1,5.0,0.0,1,5.0,False,,
475.0,1,17.0,8.5,2.9734069680804858,1,10.0,0.0,1,10.0,False,,
480.0,0,0.0,0.0,1.1169745934444824,0,0.0,1.0,0,0.0,False,,
485.0,3,0.0,0.0,4.656170022919917,0,0.0,1.0,0,0.0,False,,
490.0,0,0.0,0.0,10.929871530002062,0,0.0,1.0,0,0.0,False,,
495.0,0,0.0,0.0,18.92991616402121,0,0.0,1.0,0,0.0,False,,
500.0,0,0.0,0.0,14.597323750720472,0,0.0,0.4304784226737978,0,0.0,False,,
505.0,0,0.0,0.0,8.157877491887303,0,0.0,0.2648793758144245,0,0.0,False,,
510.0,3,9.0,1.0,2.066152569385368,3,9.0,0.032390368774187654,3,9.0,False,,
515.0,5,23.0,2.875,1.781221172162371,5,22.0,0.00012607901653614008,5,22.0,False,,
520.0,4,41.0,5.857142857142857,3.811128811377578,4,40.0,0.0,4,40.0,False,,
525.0,2,33.0,5.5,4.356872958959955,2,25.0,0.0,2,25.0,False,,
530.0,2,43.0,5.375,3.0647811656708526,2,35.0,0.0,2,35.0,False,,
535.0,0,0.0,0.0,8.921618586610542,0,0.0,1.0,0,0.0,False,,
540.0,0,0.0,0.0,16.91693430254281,0,0.0,1.0,0,0.0,False,,
545.0,2,0.0,0.0,8.35355083702334,0,0.0,1.0002432486881254,0,0.0,False,,
550.0,0,0.0,0.0,11.964046306949815,0,0.0,0.17397571204235462,0,0.0,False,,
555.0,1,2.0,0.18181818181818182,15.06875288650303,1,2.0,0.4977353986940449,1,2.0,False,,
560.0,1,7.0,0.7,9.908077393472974,1,7.0,0.32682134280080655,1,7.0,False,,
565.0,1,12.0,1.3333333333333333,5.4100834289236825,1,12.0,0.06390376731493934,1,12.0,False,,
570.0,3,23.0,2.875,3.4627108030198266,3,23.0,0.003981200469424343,3,23.0,False,,
575.0,4,42.0,6.0,3.797977368670867,4,42.0,0.0,4,42.0,False,,
580.0,2,39.0,3.5454545454545454,7.086330138379875,2,39.0,0.0,2,39.0,False,,
585.0,2,49.0,6.125,10.678567201906462,2,49.0,0.0,2,49.0,False,,
590.0,0,0.0,0.0,13.393164842523651,0,0.0,1.0,0,0.0,False,,
595.0,0,0.0,0.0,13.48911146169319,0,0.0,0.5690225757451,0,0.0,False,,
600.0,0,0.0,0.0,10.757080417255562,0,0.0,0.10418701826381589,0,0.0,False,,
605.0,1,4.0,0.6666666666666666,5.732977112507837,1,4.0,0.0,1,4.0,False,,
610.0,0,0.0,0.0,14.746031966784471,0,0.0,1.0,0,0.0,False,,
615.0,0,0.0,0.0,18.49571050360248,0,0.0,1.0,0,0.0,False,,
620.0,0,0.0,0.0,16.211631482692653,0,0.0,0.48727927012262934,0,0.0,False,,
625.0,4,0.0,0.0,0.6856225391708525,0,0.0,0.14462095503687475,0,0.0,False,,
630.0,1,2.0,0.3333333333333333,7.708663584429324,1,2.0,0.0019543145737443758,1,2.0,False,,
635.0,0,0.0,0.0,15.095214754288369,0,0.0,1.0,0,0.0,False,,
640.0,0,0.0,0.0,16.32532649512518,0,0.0,1.0032320596628241,0,0.0,False,,
645.0,0,0.0,0.0,10.752925824037813,0,0.0,0.34329965026293935,0,0.0,False,,
650.0,0,0.0,0.0,3.1916278407203826,0,0.0,0.019584089644388288,0,0.0,False,,
655.0,1,5.0,2.5,0.5764040934223097,1,5.0,0.0,1,5.0,False,,
660.0,1,10.0,5.0,3.2574461023664467,1,5.0,0.0,1,5.0,False,,
665.0,0,0.0,0.0,7.791924287649128,0,0.0,1.0,0,0.0,False,,
670.0,0,0.0,0.0,17.013945564977693,0,0.0,1.0,0,0.0,False,,
675.0,0,0.0,0.0,11.50346923239838,0,0.0,1.0,0,0.0,False,,
680.0,0,0.0,0.0,13.324513752338309,0,0.0,0.4165976288979872,0,0.0,False,,
685.0,1,1.0,0.14285714285714285,11.339724526759626,1,1.0,0.06492344295552774,1,1.0,False,,
690.0,2,8.0,1.1428571428571428,9.72369806680369,2,8.0,0.42591293207530667,2,8.0,False,,
695.0,2,18.0,3.0,5.629693744845256,2,18.0,0.12862070504648931,2,18.0,False,,
700.0,2,19.0,4.75,0.3350597832264074,2,30.0,0.018914141710553865,2,30.0,False,,
705.0,2,29.0,7.25,2.839156273056251,2,29.0,0.0,2,29.0,False,,
710.0,1,13.0,3.25,5.392947361747302,1,13.0,0.0,1,13.0,False,,
715.0,1,18.0,6.0,6.8705897457726905,1,18.0,0.0,1,18.0,False,,
720.0,0,0.0,0.0,1.19297406232391,0,0.0,1.0,0,0.0,False,,
725.0,3,0.0,0.0,4.733209354879037,0,0.0,1.0,0,0.0,False,,
730.0,2,0.0,0.0,8.76793427296338,0,0.0,1.0,0,0.0,False,,
735.0,0,0.0,0.0,16.70814088533909,0,0.0,1.0,0,0.0,False,,
740.0,0,0.0,0.0,16.220112153091684,0,0.0,0.5417152491230954,0,0.0,False,,
745.0,0,0.0,0.0,9.874286613793949,0,0.0,0.27214802255713,0,0.0,False,,
750.0,3,9.0,0.6428571428571429,5.733060424431984,3,9.0,0.09032643332191052,3,9.0,False,,
755.0,5,29.0,2.6363636363636362,1.7233881367232102,5,29.0,0.004536903943176776,5,29.0,False,,
760.0,6,57.0,5.7,4.685072598358556,6,57.0,0.0,6,57.0,False,,
765.0,4,54.0,6.75,3.800476274967398,4,61.0,0.00891267606062834,4,61.0,False,,
770.0,3,61.0,5.545454545454546,4.642588689828986,3,54.0,0.0,3,54.0,False,,
775.0,1,24.0,3.0,7.339919185225492,1,24.0,0.0,1,24.0,False,,
780.0,0,0.0,0.0,14.872000290492506,0,0.0,1.0,0,0.0,False,,
785.0,0,0.0,0.0,12.137133682948978,0,0.0,1.0106493465818038,0,0.0,False,,
790.0,0,0.0,0.0,13.997564153982273,0,0.0,0.2863487397199897,0,0.0,False,,
795.0,1,1.0,0.14285714285714285,12.70836472187394,1,1.0,0.43800349627023655,1,1.0,False,,
800.0,1,6.0,1.0,6.273511907301828,1,6.0,0.2226620737498548,1,6.0,False,,
805.0,2,12.0,2.4,2.9241314801926146,2,12.0,0.004194343168344505,2,12.0,False,,
810.0,2,21.0,4.2,5.81628236463875,2,10.0,0.0,2,10.0,False,,
815.0,2,31.0,10.333333333333334,2.0512792602094585,2,20.0,0.0,2,20.0,False,,
820.0,1,26.0,4.333333333333333,4.0826322630831955,1,15.0,0.0,1,15.0,False,,
825.0,1,31.0,5.166666666666667,13.945497978149191,1,20.0,0.0,1,20.0,False,,
830.0,0,0.0,0.0,16.74292773057241,0,0.0,1.0,0,0.0,False,,
835.0,0,0.0,0.0,13.786100794560886,0,0.0,0.4875292874116399,0,0.0,False,,
840.0,0,0.0,0.0,7.365719791437901,0,0.0,0.1070403623843804,0,0.0,False,,
845.0,1,2.0,0.3333333333333333,7.040214160062511,1,2.0,0.0004078854099009575,1,2.0,False,,
850.0,0,0.0,0.0,15.066833003845701,0,0.0,1.0,0,0.0,False,,
855.0,0,0.0,0.0,16.6401129165095,0,0.0,1.0,0,0.0,False,,
860.0,0,0.0,0.0,8.948944967469329,0,0.0,0.31573503289725857,0,0.0,False,,
865.0,5,1.0,0.14285714285714285,0.22989026144601662,1,1.0,0.026593602923469475,1,1.0,False,,
870.0,2,7.0,1.0,5.6659609511547915,2,7.0,0.00010402012131937533,2,7.0,False,,
875.0,2,17.0,2.4285714285714284,12.251885707844119,2,17.0,0.0,2,17.0,False,,
880.0,1,13.0,2.1666666666666665,12.006664008111889,1,26.0,0.34872671451394854,1,26.0,False,,
885.0,1,18.0,3.0,5.861762826564765,1,18.0,0.21801607957945315,1,18.0,False,,
890.0,2,24.0,4.8,2.927353291576441,2,24.0,0.012456037792056599,2,24.0,False,,
895.0,3,37.0,9.25,2.288260715509278,3,37.0,0.0,3,37.0,False,,
900.0,2,19.0,6.333333333333333,0.4470861987896934,2,19.0,0.0,2,19.0,False,,
905.0,3,16.0,1.4545454545454546,4.1423281180896305,1,16.0,0.0,1,16.0,False,,
910.0,0,0.0,0.0,12.517389417290776,0,0.0,1.0,0,0.0,False,,
915.0,0,0.0,0.0,13.779521877655004,0,0.0,1.0,0,0.0,False,,
920.0,0,0.0,0.0,13.343099970071671,0,0.0,0.5353944102968887,0,0.0,False,,
925.0,1,1.0,0.09090909090909091,9.375297712597636,1,1.0,0.07247499569456947,1,1.0,False,,
930.0,2,7.0,0.6363636363636364,7.778258795644503,2,7.0,0.3090198854740085,2,7.0,False,,
935.0,3,21.0,1.9090909090909092,6.281091269994577,3,17.0,0.07393861784903392,3,17.0,False,,
940.0,4,19.0,2.375,2.5733370533680877,3,18.0,0.003963261973300552,3,18.0,False,,
945.0,3,30.0,4.285714285714286,4.768183929315222,3,30.0,0.0,3,30.0,False,,
950.0,2,22.0,3.6666666666666665,7.442409592491692,2,14.0,0.0,2,14.0,False,,
955.0,1,18.0,4.5,8.17046829081751,1,10.0,0.0,1,10.0,False,,
960.0,0,0.0,0.0,3.2681338890363447,0,0.0,1.0,0,0.0,False,,
965.0,3,0.0,0.0,5.797370320413689,0,0.0,1.0,0,0.0,False,,
970.0,0,0.0,0.0,10.617728972449099,0,0.0,1.0,0,0.0,False,,
975.0,0,0.0,0.0,17.969177845877958,0,0.0,0.9893580094924372,0,0.0,False,,
980.0,0,0.0,0.0,14.578790255930704,0,0.0,0.5680939549777522,0,0.0,False,,
985.0,0,0.0,0.0,8.214108265566756,0,0.0,0.3355476671978993,0,0.0,False,,
990.0,3,8.0,0.8888888888888888,1.7433816779294176,3,8.0,0.06339659148707318,3,8.0,False,,
995.0,4,19.0,2.7142857142857144,0.3664902975317882,4,19.0,0.0018978021018657917,4,19.0,False,,
1000.0,4,39.0,5.571428571428571,3.7869548908770954,4,39.0,0.0,4,39.0,False,,
1005.0,2,32.0,5.333333333333333,3.973560124625891,2,23.0,0.0,2,23.0,False,,
1010.0,2,42.0,4.666666666666667,4.391831187906017,2,33.0,0.0,2,33.0,False,,
1015.0,0,0.0,0.0,9.039440727215334,0,0.0,1.0,0,0.0,False,,
1020.0,0,0.0,0.0,16.052587162400602,0,0.0,1.0,0,0.0,False,,
1025.0,0,0.0,0.0,12.110319735084405,0,0.0,0.9322543863444527,0,0.0,False,,
1030.0,0,0.0,0.0,14.80539181321077,0,0.0,0.37490190876338214,0,0.0,False,,
1035.0,1,1.0,0.16666666666666666,13.290950966513853,1,1.0,0.485900479403794,1,1.0,False,,
1040.0,0,0.0,0.0,7.395946820516621,0,0.0,0.43305686433035007,0,0.0,False,,
1045.0,0,0.0,0.0,9.949456759699123,0,0.0,0.01706874905729682,0,0.0,False,,
1050.0,1,4.0,2.0,0.613813794336586,1,4.0,0.0,1,4.0,False,,
1055.0,1,9.0,4.5,3.2489778894274837,1,9.0,0.0,1,9.0,False,,
1060.0,0,0.0,0.0,4.231656730845797,0,0.0,1.0,0,0.0,False,,
1065.0,0,0.0,0.0,15.227366616930656,0,0.0,1.0,0,0.0,False,,
1070.0,0,0.0,0.0,19.878374825976735,0,0.0,1.0,0,0.0,False,,
1075.0,0,0.0,0.0,13.35542836695483,0,0.0,0.5728893506777638,0,0.0,False,,
1080.0,0,0.0,0.0,4.092175665373812,0,0.0,0.10288143201808098,0,0.0,False,,
1085.0,3,3.0,0.3,3.275316434975781,1,3.0,0.0,1,3.0,False,,
1090.0,1,8.0,0.8,12.093852714772433,1,5.0,0.0,1,5.0,False,,
1095.0,0,0.0,0.0,17.654703332543235,0,0.0,1.0,0,0.0,False,,
1100.0,0,0.0,0.0,12.15791147674015,0,0.0,0.38228044056326893,0,0.0,False,,
1105.0,4,0.0,0.0,3.1473523529937637,0,0.0,0.10597006859216104,0,0.0,False,,
1110.0,4,11.0,1.0,6.337918333933353,4,11.0,0.0012301496654133401,4,11.0,False,,
1115.0,2,15.0,1.5,10.761415131277165,2,15.0,0.0,2,15.0,False,,
1120.0,2,25.0,2.7777777777777777,12.3143503364489,2,25.0,0.32001791527318574,2,25.0,False,,
1125.0,2,35.0,5.833333333333333,6.522280643597239,2,35.0,0.1634842418997243,2,35.0,False,,
1130.0,2,23.0,4.6,2.819453475021455,2,23.0,0.010523600196997869,2,23.0,False,,
1135.0,2,33.0,8.25,3.4659090241987034,2,33.0,0.0,2,33.0,False,,
1140.0,0,0.0,0.0,4.590058902216252,0,0.0,1.0,0,0.0,False,,
1145.0,0,0.0,0.0,8.306006741971869,0,0.0,1.0,0,0.0,False,,
1150.0,0,0.0,0.0,16.171701839683397,0,0.0,1.0,0,0.0,False,,
1155.0,0,0.0,0.0,11.468554013200883,0,0.0,1.0,0,0.0,False,,
1160.0,0,0.0,0.0,12.50139584205639,0,0.0,0.544145169393957,0,0.0,False,,
1165.0,0,0.0,0.0,12.724369546212973,0,0.0,0.11137733872033445,0,0.0,False,,
1170.0,2,6.0,0.8571428571428571,9.600476405406203,2,6.0,0.3518562697403046,2,6.0,False,,
1175.0,2,16.0,3.2,2.2860068651763923,2,16.0,0.030483061980260663,2,16.0,False,,
1180.0,3,19.0,4.75,0.31605656307263674,3,19.0,0.0005353948754317526,3,19.0,False,,
1185.0,2,28.0,7.0,3.2368959953362015,2,28.0,0.0,2,28.0,False,,
1190.0,1,13.0,3.25,7.104968946734945,1,13.0,0.0,1,13.0,False,,
1195.0,1,18.0,9.0,2.9627750770115666,1,18.0,0.0,1,18.0,False,,
1200.0,0,0.0,0.0,1.0868501621975881,0,0.0,1.0,0,0.0,False,,
1205.0,3,0.0,0.0,4.642671587286846,0,0.0,1.0,0,0.0,False,,
1210.0,0,0.0,0.0,10.880721483862354,0,0.0,1.0,0,0.0,False,,
1215.0,0,0.0,0.0,18.091952637697734,0,0.0,1.0,0,0.0,False,,
1220.0,0,0.0,0.0,13.601958638255523,0,0.0,0.4909626765597531,0,0.0,False,,
1225.0,0,0.0,0.0,8.713609670118384,0,0.0,0.3869483518460403,0,0.0,False,,
1230.0,2,8.0,0.8888888888888888,2.4786040604097868,2,8.0,0.06684142674989434,2,8.0,False,,
1235.0,5,21.0,2.625,1.7992064345274923,5,21.0,0.000776788817510573,5,21.0,False,,
1240.0,4,40.0,5.714285714285714,3.4802498990592303,4,35.0,0.0,4,35.0,False,,
1245.0,2,32.0,5.333333333333333,3.9720469321294334,2,32.0,0.0,2,32.0,False,,
1250.0,2,42.0,4.666666666666667,4.298577445704968,2,42.0,0.0,2,42.0,False,,
1255.0,0,0.0,0.0,8.646400535564545,0,0.0,1.0,0,0.0,False,,
1260.0,0,0.0,0.0,16.378505916516747,0,0.0,1.0,0,0.0,False,,
1265.0,1,0.0,0.0,8.374604314663332,0,0.0,1.0019466707270404,0,0.0,False,,
1270.0,0,0.0,0.0,12.1519566873136,0,0.0,0.26224077862657547,0,0.0,False,,
1275.0,1,2.0,0.18181818181818182,15.19013513795245,1,2.0,0.0016129300165776833,1,2.0,False,,
1280.0,1,7.0,0.7,9.963302595574264,1,7.0,0.4129293045421846,1,7.0,False,,
1285.0,2,13.0,1.4444444444444444,5.18216155737673,2,13.0,0.11735051328033753,2,13.0,False,,
1290.0,5,27.0,3.375,1.8358956931612158,5,27.0,0.0012098507561917884,5,27.0,False,,
1295.0,5,52.0,6.5,2.675387094334303,5,47.0,0.0,5,47.0,False,,
1300.0,4,54.0,4.909090909090909,4.328371074007719,3,29.0,0.0,3,29.0,False,,
1305.0,3,66.0,6.6,9.690130653137468,3,44.0,0.0,3,44.0,False,,
1310.0,2,58.0,7.25,11.842356873726487,2,36.0,0.0,2,36.0,False,,
1315.0,2,68.0,8.5,10.006524495387263,2,46.0,0.370135853265636,2,46.0,False,,
1320.0,0,0.0,0.0,4.258053701003512,0,0.0,0.16932893504474236,0,0.0,False,,
1325.0,2,5.0,0.5555555555555556,7.671147144499145,2,5.0,0.002435139672408966,2,5.0,False,,
1330.0,1,6.0,0.8571428571428571,12.259909289097996,1,6.0,0.0,1,6.0,False,,
1335.0,1,11.0,1.8333333333333333,13.3768413220959,1,11.0,0.0,1,11.0,False,,
1340.0,0,0.0,0.0,7.34342858285722,0,0.0,0.4720116271267793,0,0.0,False,,
1345.0,5,1.0,0.1111111111111111,3.1478917550012246,1,1.0,0.008547165752907215,1,1.0,False,,
1350.0,1,4.0,0.5,7.893797365922191,1,9.0,0.021434966443432856,1,9.0,False,,
1355.0,1,9.0,1.2857142857142858,13.967651914519536,1,9.0,0.0,1,9.0,False,,
1360.0,0,0.0,0.0,14.645457998396939,0,0.0,1.002739178945419,0,0.0,False,,
1365.0,0,0.0,0.0,10.523449218789864,0,0.0,0.30819316550786807,0,0.0,False,,
1370.0,0,0.0,0.0,3.259993207548859,0,0.0,0.005347300435215395,0,0.0,False,,
1375.0,1,5.0,2.5,3.6944726591382766,1,5.0,0.0,1,5.0,False,,
1380.0,0,0.0,0.0,1.2278493359616354,0,0.0,1.0,0,0.0,False,,
1385.0,0,0.0,0.0,9.097996739000362,0,0.0,1.0,0,0.0,False,,
1390.0,0,0.0,0.0,18.40413448603018,0,0.0,1.0,0,0.0,False,,
1395.0,0,0.0,0.0,10.388873558222432,0,0.0,1.0,0,0.0,False,,
1400.0,0,0.0,0.0,14.331392454089833,0,0.0,0.5142484043496212,0,0.0,False,,
1405.0,0,0.0,0.0,14.05060750260065,0,0.0,0.18488266689407104,0,0.0,False,,
1410.0,1,2.0,0.3333333333333333,11.607075243439176,1,2.0,0.4396931439355283,1,2.0,False,,
1415.0,0,0.0,0.0,1.7211321871220173,0,0.0,0.08909223958830563,0,0.0,False,,
1420.0,2,5.0,1.25,3.2404045111719673,2,5.0,0.00040192991108766276,2,5.0,False,,
1425.0,1,8.0,2.0,6.670163429913162,1,5.0,0.0,1,5.0,False,,
1430.0,1,13.0,6.5,4.2362674742637845,1,10.0,0.0,1,10.0,False,,
1435.0,0,0.0,0.0,1.2259898474378361,0,0.0,1.0,0,0.0,False,,
1440.0,0,0.0,0.0,14.311831317521005,0,0.0,1.0,0,0.0,False,,
1445.0,3,0.0,0.0,3.6381083114474144,0,0.0,1.0,0,0.0,False,,
1450.0,1,0.0,0.0,8.757278713941746,0,0.0,1.0,0,0.0,False,,
1455.0,0,0.0,0.0,16.059401142940512,0,0.0,1.0,0,0.0,False,,
1460.0,0,0.0,0.0,15.924182359104265,0,0.0,0.5562047746604095,0,0.0,False,,
1465.0,0,0.0,0.0,9.781272096729577,0,0.0,0.3542977095598855,0,0.0,False,,
1470.0,3,6.0,0.42857142857142855,5.662185092455084,3,6.0,0.07488111757330648,3,6.0,False,,
1475.0,6,24.0,2.0,3.270932693083413,6,24.0,0.0021986214093779916,6,24.0,False,,
1480.0,6,52.0,5.2,4.397659402836025,6,52.0,0.0,6,52.0,False,,
1485.0,4,52.0,6.5,3.657045707778297,4,45.0,0.0,4,45.0,False,,
