1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
535581.0,623263.0,800694.0,631263.0,522819.0,420194.0,494933.0,339493.0,375051.0,387301.0,410409.0,520421.0,423841.0,309656.0,310064.0,478475.0,537716.0,495052.0,567555.0,945223.0,742046.0,523779.0,466192.0,460651.0,400417.0,428910.0,367579.0,315458.0,397015.0,370144.0,374316.0,398216.0,521883.0,298053.0,321341.0,298784.0,332646.0,303230.0,275918.0,279026.0,276524.0,244880.0,337086.0,373859.0,349773.0,261199.0,261695.0,264901.0,250456.0,389322.0,287747.0,253541.0,253975.0,276775.0,271325.0,373982.0,229618.0,233268.0,302808.0,314962.0
