1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
3.3047086518096283,3.2611433807751555,4.241591867264174,5.7484284148770985,6.361656888844736,6.082690280557081,5.649434738066709,6.065092640964212,6.635364569782199,6.731880224439804,6.845541774355034,6.650010567961939,6.426987870840929,6.789246716261682,6.538734643646781,7.050029838816594,7.191117597592428,7.081180883557452,6.937722087598678,7.02431835965505,7.035382341050393,6.960287060574323,7.119017090476895,7.032430648189261,7.190004653197098,7.128929381758141,7.001819295135206,7.107779239787847,7.050626021586736,7.266690869655592,7.215757304220053,7.208887088475592,7.223737324234482,7.231956743806755,7.1207630065051095,7.1998546566164405,7.15287325147185,7.190328506573594,6.977122536555197,7.077748659332944,7.157418472573209,7.087411242674774,7.227034244358983,7.219522750687648,7.258830929636386,7.226133173341334,7.282370721057575,7.298916485936807,7.308070958135114,7.267208080618608,7.1440275314040225,7.232157193724003,7.244879390475815,7.2449158209532145,7.3078164544043975,7.246745913032812,7.253435493524025,7.114493939179922,7.396543911535946,7.1820067028965315,7.185206753533877,7.187334647708524,7.259223833376643,7.207888676213847,7.189109613689014,7.162017238099082,7.231246559585816,7.248372900292165,7.132436049530739,7.237435014559394
