1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70
230143.0,232099.0,167433.0,103243.0,76077.0,82689.0,94452.0,84041.0,68683.0,66656.0,64933.0,67949.0,71990.0,64785.0,70477.0,62481.0,59074.0,60876.0,64918.0,62761.0,61642.0,64542.0,60465.0,61562.0,59442.0,59682.0,61737.0,60017.0,60950.0,57489.0,58539.0,57993.0,58064.0,58394.0,59843.0,58555.0,59127.0,58729.0,61950.0,60473.0,59130.0,60205.0,58537.0,57881.0,57594.0,58379.0,57323.0,57076.0,57069.0,57831.0,59341.0,57765.0,57878.0,58468.0,57142.0,58115.0,58071.0,60290.0,55759.0,58825.0,58920.0,59083.0,57453.0,58165.0,58955.0,59240.0,58031.0,57973.0,59419.0,57623.0
